City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,bridgewater,44.3835,-64.5155,2.04,98,100,2.06,CA,1709684431
280,saint-georges,12.0564,-61.7485,26.82,83,20,6.69,GD,1709684432
281,tucurui,-3.7661,-49.6725,24.72,87,95,0.9,BR,1709684335
282,macau,22.2006,113.5461,23.89,100,100,0.0,MO,1709684432
283,sault ste. marie,46.5168,-84.3333,1.16,80,0,3.6,CA,1709683813
284,dunedin,-45.8742,170.5036,17.67,51,98,1.34,NZ,1709684242
285,pisco,-13.7,-76.2167,24.03,78,0,9.26,PE,1709684433
286,el abiodh sidi cheikh,32.893,0.5484,13.4,37,99,2.45,DZ,1709684434
287,sao joao da barra,-21.6403,-41.0511,27.05,90,4,4.34,BR,1709684434
288,kismayo,-0.3582,42.5454,27.7,78,8,5.57,SO,1709684435
289,monduli,-3.3,36.45,18.28,77,52,1.68,TZ,1709684436
290,baoshan,46.5586,131.4244,-8.05,84,92,1.98,CN,1709684437
291,crane,31.3974,-102.3501,23.1,16,69,3.25,US,1709684437
292,stanley,54.868,-1.6985,4.87,94,75,1.54,GB,1709684438
293,cuajinicuilapa,16.4667,-98.4167,27.81,51,0,3.61,MX,1709684438
294,el calafate,-50.3408,-72.2768,11.44,83,100,6.89,AR,1709683964
295,irituia,-1.7711,-47.4381,23.97,97,92,1.19,BR,1709684439
296,edson,53.5835,-116.4356,-12.92,72,100,2.06,CA,1709684439
297,timbuktu,16.7735,-3.0074,24.27,8,1,5.22,ML,1709684439
298,broome,42.2506,-75.833,9.77,94,100,3.09,US,1709683968
299,zeya,53.75,127.2667,-16.4,82,32,0.49,RU,1709684143
300,iskateley,67.6803,53.1512,-20.55,100,99,1.34,RU,1709683854
301,anahuac,27.2333,-100.15,32.07,17,0,1.79,MX,1709684440
302,georgetown,5.4112,100.3354,28.3,83,20,1.54,MY,1709684137
303,ust-nera,64.5667,143.2,-19.93,98,99,2.04,RU,1709684441
304,loango,-4.6719,11.8312,26.66,86,78,0.69,CG,1709684441
305,guantanamo,20.1444,-75.2092,26.76,74,25,1.83,CU,1709684441
306,howrah,22.5892,88.3103,21.0,73,0,3.09,IN,1709683744
307,yasnyy,51.0333,59.8742,-14.99,94,71,3.78,RU,1709684442
308,usogorsk,63.4106,48.6872,-8.52,92,97,1.96,RU,1709684442
309,fortuna,40.5982,-124.1573,12.19,97,40,5.66,US,1709684442
310,touros,-5.1989,-35.4608,26.17,88,89,4.22,BR,1709684444
311,baikonur,45.6167,63.3167,0.04,72,45,2.41,KZ,1709684444
312,abrantes,39.4667,-8.2,8.55,83,13,1.62,PT,1709684444
313,ta`u,-14.2336,-169.5144,28.37,76,41,5.05,AS,1709684445
314,carnarvon,-24.8667,113.6333,27.16,74,2,0.45,AU,1709683958
315,portland,45.5234,-122.6762,8.67,72,20,5.14,US,1709684105
316,olyokminsk,60.3736,120.4264,-14.45,96,100,1.62,RU,1709683908
317,daloa,6.8774,-6.4502,24.79,85,10,1.97,CI,1709684445
318,brookings,44.3114,-96.7984,7.32,47,0,5.14,US,1709684402
319,sao jose da coroa grande,-8.8978,-35.1478,26.63,81,56,1.65,BR,1709684023
320,kirakira,-10.4544,161.9205,28.13,81,100,8.97,SB,1709684446
321,port-vila,-17.7338,168.3219,30.78,74,75,5.14,VU,1709684446
322,nykvarn,59.8,18.3,-0.1,88,6,2.35,SE,1709684447
323,baganga,7.5739,126.56,27.02,79,87,1.37,PH,1709684447
324,luderitz,-26.6481,15.1594,15.71,81,2,3.86,,1709683910
325,srikakulam,18.3,83.9,24.96,66,76,0.37,IN,1709684447
326,igarka,67.4667,86.5833,-10.47,91,100,6.27,RU,1709684448
327,paraiso,9.8383,-83.8656,21.95,94,34,0.96,CR,1709684448
328,lovejoy,33.4362,-84.3144,15.12,97,100,2.06,US,1709684448
329,basco,20.4487,121.9702,25.7,79,2,5.83,PH,1709684448
330,tofol,5.3248,163.0078,28.88,70,100,6.69,FM,1709683925
331,argo,37.6333,22.7333,12.66,76,20,1.72,GR,1709683938
332,smithers,54.7804,-127.1743,-4.72,71,63,0.68,CA,1709683853
333,corralillo,22.9819,-80.5856,25.2,71,79,4.53,CU,1709684449
334,oyama,36.3,139.8,5.33,92,100,4.37,JP,1709683951
335,rizokarpaso,35.6,34.375,15.34,78,30,8.05,CY,1709684450
336,kapuskasing,49.4169,-82.4331,1.0,51,20,1.54,CA,1709684450
337,polovinnoye,54.7914,65.9864,-7.86,96,95,2.81,RU,1709684451
338,la tuque,47.4334,-72.7824,9.14,71,100,1.03,CA,1709684452
339,kabo,7.6994,18.629,26.75,19,81,1.33,CF,1709684452
340,beloyarskiy,63.7119,66.6722,-22.78,98,99,2.68,RU,1709684068
341,mabaruma,8.2,-59.7833,26.2,72,86,2.4,GY,1709684452
342,hasaki,35.7333,140.8333,5.22,85,100,16.58,JP,1709683901
343,purpe,64.4803,76.6897,-17.07,96,100,6.77,RU,1709684453
344,florida,28.7505,-82.5001,23.99,80,40,0.0,US,1709684286
345,heroica caborca,30.7167,-112.15,23.05,21,100,3.95,MX,1709684454
346,walvis bay,-22.9575,14.5053,16.72,73,1,3.14,,1709684105
347,mountain home,43.133,-115.6912,1.71,87,100,5.66,US,1709684454
348,san antonio de pale,-1.4014,5.6325,27.8,79,100,0.99,GQ,1709684454
349,nazira,26.9167,94.7333,15.6,55,5,1.45,IN,1709684454
350,moree,-29.4667,149.85,26.15,48,0,2.84,AU,1709684112
351,quellon,-43.1167,-73.6167,11.2,88,56,2.59,CL,1709684245
352,ceeldheer,3.8488,47.1806,26.72,87,61,4.39,SO,1709684455
353,chibougamau,49.9168,-74.3659,-1.21,93,100,3.6,CA,1709684240
354,zheleznodorozhnyy,55.7503,38.0042,-3.71,98,67,2.1,RU,1709684456
355,sola,-13.8833,167.55,28.1,81,100,6.98,VU,1709684456
356,port moresby,-9.4431,147.1797,28.43,80,100,0.82,PG,1709684355
357,puerto san jose,13.9256,-90.8244,29.03,63,40,5.14,GT,1709683958
358,fauske,67.2588,15.3918,1.02,77,32,3.11,NO,1709684458
359,taksimo,56.3444,114.8794,-15.97,89,100,1.1,RU,1709684458
360,ciudad bolivar,8.1222,-63.5497,33.47,33,43,5.06,VE,1709684459
361,chatel-guyon,45.9167,3.0667,3.18,81,75,1.54,FR,1709684459
362,rio preto da eva,-2.6994,-59.6997,26.02,79,77,1.23,BR,1709684459
363,mirnyy,62.5353,113.9611,-22.79,100,100,1.15,RU,1709684459
364,hami,42.8,93.45,-3.33,34,0,3.14,CN,1709684002
365,awjilah,29.1081,21.2869,13.16,57,0,3.94,LY,1709683945
366,buncrana,55.1333,-7.45,4.74,83,64,3.25,IE,1709684460
367,nsanje,-16.92,35.262,23.64,81,79,0.32,MW,1709684460
368,vilyuysk,63.7553,121.6247,-33.89,100,100,0.45,RU,1709684070
369,bamboo flat,11.7,92.7167,22.05,94,100,1.03,IN,1709684461
370,murrells inlet,33.551,-79.0414,16.7,96,0,1.54,US,1709684042
371,harper,4.375,-7.7169,26.48,86,71,1.82,LR,1709684010
372,cortez,37.3489,-108.5859,11.42,31,20,6.17,US,1709684462
373,sitka,57.0531,-135.33,1.94,75,75,3.09,US,1709684462
374,inyonga,-6.7167,32.0667,17.52,96,100,2.24,TZ,1709684462
375,sorsk,54.0033,90.2467,-14.34,96,90,1.17,RU,1709684463
376,aitape,-3.1374,142.3475,29.56,67,100,0.95,PG,1709684120
377,sur,22.5667,59.5289,23.36,76,100,4.95,OM,1709684041
378,malango,-2.9627,119.9001,24.67,94,100,0.77,ID,1709683905
379,suncho corral,-27.9336,-63.4294,22.52,57,14,3.9,AR,1709684464
380,mahibadhoo,3.7833,72.9667,27.25,72,89,2.53,MV,1709684033
381,fort bragg,35.139,-79.006,19.34,71,0,1.54,US,1709683895
382,saint-philippe,-21.3585,55.7679,25.77,87,85,4.57,RE,1709684464
383,mingora,34.7758,72.3625,6.96,47,100,2.93,PK,1709684465
384,labytnangi,66.6572,66.4183,-26.37,92,95,1.6,RU,1709684154
385,talavera,15.6167,120.9333,25.65,66,6,1.73,PH,1709684465
386,urucara,-2.5364,-57.76,27.47,76,88,1.08,BR,1709684465
387,sechura,-5.5569,-80.8222,28.23,60,46,6.69,PE,1709684465
388,kadnikov,59.5022,40.338,-11.21,99,76,1.7,RU,1709684466
389,prince rupert,54.3161,-130.3201,0.83,43,0,2.06,CA,1709684466
390,shenjiamen,29.9576,122.298,7.51,94,100,8.82,CN,1709683919
391,port blair,11.6667,92.75,22.02,94,100,1.03,IN,1709684467
392,selebi-phikwe,-21.979,27.8498,25.98,30,40,3.25,BW,1709684467
393,al qadarif,14.0349,35.3834,28.5,16,57,5.84,SD,1709684468
394,sarpol-e zahab,34.4611,45.8626,9.13,62,2,1.36,IR,1709684468
395,makassar,-5.14,119.4221,25.03,100,40,1.54,ID,1709684469
396,ad darb,17.7229,42.2526,27.6,68,46,2.54,SA,1709684469
397,safotu,-13.4513,-172.4018,28.88,75,85,6.14,WS,1709684469
398,dawson creek,55.7666,-120.2362,-12.2,56,0,1.03,CA,1709684469
399,saguenay,48.4168,-71.0657,9.46,61,100,3.6,CA,1709684360
400,kingston,17.997,-76.7936,25.67,81,17,1.37,JM,1709684018
401,poronaysk,49.2167,143.1167,-13.34,77,26,0.68,RU,1709684237
402,jiaojiang,28.6803,121.4428,11.11,86,85,4.52,CN,1709684470
403,kabinda,-6.1333,24.4833,19.58,94,80,1.28,CD,1709684471
404,tahe,52.3333,124.7333,-12.49,85,77,1.48,CN,1709684020
405,abepura,-2.6333,140.5833,25.45,94,40,2.57,ID,1709684471
406,revda,56.801,59.9303,-19.29,100,92,2.17,RU,1709684472
407,san rafael del sur,11.8485,-86.4384,31.54,67,36,2.64,NI,1709684472
408,semey,50.4111,80.2275,-14.49,85,11,3.95,KZ,1709684472
409,billericay,51.6287,0.4196,6.32,93,100,3.12,GB,1709684472
410,polyarnyy,69.1989,33.4478,-1.83,87,100,2.41,RU,1709684472
411,neiafu,-18.65,-173.9833,31.38,74,40,4.63,TO,1709684473
412,litovel,49.7012,17.0762,6.0,89,58,1.78,CZ,1709684473
413,pacasmayo,-7.4006,-79.5714,24.27,72,79,4.62,PE,1709684473
414,toliara,-23.35,43.6667,25.33,91,100,5.96,MG,1709684128
415,pleven,43.4167,24.6167,6.0,73,89,0.94,BG,1709684474
416,tinajo,29.0788,-13.7081,16.49,72,20,5.14,ES,1709683974
417,pau brasil,-15.4642,-39.6511,22.97,94,98,1.13,BR,1709684474
418,la gi,10.6667,107.7833,24.96,83,29,0.35,VN,1709684475
419,holualoa,19.6228,-155.9522,24.91,72,75,5.66,US,1709683943
420,lerwick,60.1545,-1.1494,6.0,73,99,11.86,GB,1709684322
421,carbonear,47.7332,-53.2148,0.79,85,98,7.01,CA,1709684476
422,dolores,-36.3132,-57.6792,13.39,75,0,3.96,AR,1709684476
423,tyukhtet,56.5389,89.3011,-6.8,91,100,4.8,RU,1709684476
424,dolinsk,47.35,142.8,-8.3,80,39,0.44,RU,1709683899
425,hirara,24.8,125.2833,20.8,91,48,10.02,JP,1709683907
426,talnakh,69.4865,88.3972,-13.77,96,84,1.96,RU,1709684477
427,hradek nad nisou,50.8528,14.8446,4.9,87,81,1.25,CZ,1709684477
428,skovorodino,53.9833,123.9167,-19.03,90,28,1.19,RU,1709684477
429,luanco,43.6152,-5.7934,9.21,84,22,2.24,ES,1709684094
430,san isidro de curuguaty,-24.5167,-55.7,22.82,95,97,1.52,PY,1709684479
431,lucapa,-8.4192,20.7447,20.05,94,89,0.81,AO,1709684479
432,zharkent,44.1628,80.0,-2.09,48,3,0.79,KZ,1709684480
433,chivilcoy,-34.8957,-60.0167,17.09,38,0,3.74,AR,1709684480
434,mpika,-11.8343,31.4529,16.9,98,92,1.83,ZM,1709684328
435,hilo,19.7297,-155.09,25.85,70,0,5.66,US,1709684481
436,nabire,-3.3667,135.4833,26.91,86,100,0.35,ID,1709684077
437,motomachi,43.8228,144.1044,-2.75,68,21,1.16,JP,1709684219
438,berdigestyakh,62.0989,126.6992,-26.22,100,100,0.84,RU,1709684040
439,kachug,53.9606,105.8817,-14.42,98,97,1.34,RU,1709684482
440,yeed,4.55,43.0333,26.69,70,35,5.97,SO,1709684482
441,cherdyn',60.403,56.4787,-20.89,100,94,1.27,RU,1709684482
442,aasiaat,68.7098,-52.8699,-15.68,95,100,1.21,GL,1709684482
443,novodvinsk,64.4165,40.8122,-3.14,92,100,1.82,RU,1709683944
444,new norfolk,-42.7826,147.0587,23.17,36,0,2.13,AU,1709683919
445,tovarkovo,54.6762,35.9386,-2.76,97,81,3.03,RU,1709684484
446,katabu,-4.9333,122.5167,27.26,87,67,0.53,ID,1709684484
447,tilisarao,-32.7329,-65.2911,20.47,63,3,3.31,AR,1709684484
448,mumford,5.2618,-0.759,25.57,82,98,3.45,GH,1709684485
449,weno,7.4515,151.8468,29.97,74,75,5.14,FM,1709683898
450,tvoroyri,61.5556,-6.8111,7.2,88,78,13.93,FO,1709684486
451,opuwo,-18.0607,13.84,20.87,40,0,1.78,,1709684486
452,maun,-19.9833,23.4167,28.72,32,72,4.28,BW,1709684082
453,nahrin,36.0649,69.1334,2.27,72,100,0.21,AF,1709684487
454,red bluff,40.1785,-122.2358,13.81,71,100,9.77,US,1709684487
455,heunghae,36.1125,129.3522,6.79,77,96,7.35,KR,1709684488
456,acarau,-2.8856,-40.12,28.58,74,74,3.91,BR,1709684048
457,tsukawaki,33.2667,131.15,6.19,93,100,2.74,JP,1709684488
458,ugoofaaru,5.6667,73.0,28.03,74,57,4.48,MV,1709684488
459,port douglas,-16.4833,145.4667,27.53,83,100,4.86,AU,1709684263
460,kursenai,55.985,22.9189,-0.86,84,8,4.52,LT,1709684489
461,selfoss,63.9331,-20.9971,3.91,91,90,2.58,IS,1709684489
462,luanda,-8.8368,13.2343,27.0,94,75,1.54,AO,1709684366
463,sao felix do xingu,-6.6447,-51.995,25.77,82,50,1.21,BR,1709684490
464,yanam,16.7333,82.2167,19.86,93,73,0.79,IN,1709684490
465,colonel hill,22.7667,-74.2167,24.52,77,70,7.47,BS,1709684490
466,mugumu,-1.85,34.7,16.12,92,80,1.12,TZ,1709684491
467,la roche-sur-foron,46.0666,6.3122,4.3,98,100,1.48,FR,1709684491
468,miura,35.14,139.6192,7.12,93,100,16.48,JP,1709684491
469,birjand,32.8663,59.2211,2.26,100,40,2.06,IR,1709684491
470,grand falls-windsor,48.9332,-55.6649,0.84,73,96,1.79,CA,1709684492
471,robertsport,6.7533,-11.3686,26.04,89,81,1.98,LR,1709684492
472,bissau,11.8636,-15.5977,24.06,64,3,1.03,GW,1709684492
473,severo-yeniseyskiy,60.3725,93.0408,-7.46,82,100,4.02,RU,1709684481
474,katiola,8.1333,-5.1,27.56,56,21,1.77,CI,1709684493
475,pleasanton,37.6624,-121.8747,16.41,71,75,3.6,US,1709684405
476,linxia chengguanzhen,35.6003,103.2064,-2.87,56,98,1.1,CN,1709684494
477,xilin hot,43.9667,116.0333,-17.04,89,13,2.4,CN,1709684494
478,enugu-ukwu,6.1785,7.0116,26.55,73,100,3.58,NG,1709684494
479,newcastle,-32.9272,151.7765,27.12,66,75,3.6,AU,1709684495
480,aur,8.1499,171.1687,26.8,76,67,11.56,MH,1709684495
481,luau,-10.7073,22.2247,18.06,97,51,0.81,AO,1709684495
482,prabumulih,-3.45,104.25,24.39,97,100,0.45,ID,1709684495
483,okotoks,50.7289,-113.9828,-10.16,83,100,2.96,CA,1709684123
484,uzgen,40.7699,73.3007,-0.84,68,93,2.63,KG,1709684496
485,geraldton,-28.7667,114.6,29.23,54,1,5.66,AU,1709684496
486,celestun,20.8667,-90.4,25.83,79,13,4.42,MX,1709684496
487,nogliki,51.8333,143.1667,-13.7,93,35,4.02,RU,1709683942
488,daru,-9.0763,143.2092,29.38,78,90,0.26,PG,1709684149
489,ilha de mocambique,-15.0342,40.7358,26.89,88,91,5.18,MZ,1709684497
490,queenstown,-31.8976,26.8753,10.97,79,2,0.99,ZA,1709684033
491,baker city,44.7749,-117.8344,3.84,60,100,4.12,US,1709684477
492,ishqoshim,36.7248,71.6133,-12.95,70,100,2.09,TJ,1709684498
493,le port,-20.9373,55.2919,26.0,77,80,9.49,RE,1709684498
494,kawambwa,-9.7915,29.0791,17.68,92,100,0.96,ZM,1709684498
495,terrace,54.5163,-128.6035,0.68,34,20,1.03,CA,1709684498
496,san jose del cabo,23.0589,-109.6977,26.54,65,40,7.72,MX,1709684499
497,woodlake,37.4211,-77.6793,14.35,90,20,3.09,US,1709684499
498,saquarema,-22.92,-42.5103,23.71,94,51,2.51,BR,1709684231
499,kindia,10.0569,-12.8658,23.76,61,42,1.66,GN,1709684500
500,saint-joseph,-21.3667,55.6167,25.21,85,76,4.92,RE,1709684501
501,mount darwin,-16.7725,31.5838,20.19,85,66,0.53,ZW,1709684501
502,male,4.1748,73.5089,27.97,89,40,3.6,MV,1709684234
503,mugia,43.1041,-9.2179,8.28,76,49,6.99,ES,1709684502
504,margate,51.3813,1.3862,7.15,93,99,0.89,GB,1709683916
505,necochea,-38.5473,-58.7368,12.29,74,20,2.06,AR,1709683910
506,constitucion,-35.3333,-72.4167,14.27,81,8,5.97,CL,1709683901
507,cabrero,-37.0333,-72.4,22.45,23,5,5.03,CL,1709684503
508,guerrero negro,27.9769,-114.0611,17.27,63,72,8.88,MX,1709684503
509,dakhla,23.6848,-15.958,16.61,89,23,9.01,EH,1709684053
510,tazacorte,28.629,-17.9293,17.54,68,75,3.6,ES,1709684022
511,magadan,59.5667,150.8,-13.17,67,100,3.57,RU,1709683936
512,kavaratti,10.5669,72.642,27.14,75,69,3.87,IN,1709684504
513,laiyang,36.9758,120.7136,2.27,42,100,6.12,CN,1709684504
514,forster,-32.1667,152.5167,27.43,71,47,3.83,AU,1709684505
515,murun-kuren,49.6342,100.1625,-19.7,92,66,1.5,MN,1709684505
516,ust'-uda,54.1742,103.0304,-11.83,96,100,1.35,RU,1709684505
517,saham,24.1722,56.8886,21.99,81,1,0.49,OM,1709684505
518,klyetsk,53.0635,26.6321,-0.14,81,79,4.42,BY,1709684506
519,edeleny,48.3,20.7333,8.45,83,96,1.64,HU,1709684506
520,lazaro cardenas,17.9583,-102.2,26.35,58,64,4.74,MX,1709683974
521,akureyri,65.6835,-18.0878,3.42,99,100,1.95,IS,1709683935
522,ola,59.5833,151.2833,-13.07,64,99,3.04,RU,1709683922
523,siluko,6.5386,5.1609,27.43,85,95,2.06,NG,1709684508
524,kericho,-0.3677,35.2831,13.53,85,43,1.95,KE,1709684508
525,laoag,18.1989,120.5936,24.95,88,75,2.06,PH,1709684508
526,marsabit,2.3284,37.9899,21.27,69,42,5.8,KE,1709684508
527,aswan,24.0934,32.907,19.34,19,0,4.07,EG,1709684509
528,east end,34.5507,-92.341,22.56,72,100,0.78,US,1709684509
529,raver,21.25,76.0333,21.08,23,0,1.5,IN,1709684509
530,jolo,6.05,121.0167,27.06,83,5,6.47,PH,1709684509
531,hauterive,46.0901,3.4459,4.42,94,75,1.98,FR,1709684510
532,san patricio,28.017,-97.5169,30.86,40,0,3.14,US,1709684510
533,barranca,-10.75,-77.7667,22.65,87,96,4.49,PE,1709684510
534,idfu,24.9803,32.8747,19.52,18,0,3.95,EG,1709684511
535,boyolangu,-8.1181,111.8935,25.52,92,100,1.03,ID,1709684512
536,gillette,44.2911,-105.5022,8.15,28,20,9.77,US,1709684040
537,sitangkai,4.6628,119.3928,27.02,83,87,4.13,PH,1709684512
538,gazli,40.1333,63.45,6.59,49,100,1.67,UZ,1709684512
539,kabompo,-13.5927,24.2008,18.35,96,76,1.92,ZM,1709684513
540,rabigh,22.7986,39.0349,22.84,53,0,2.16,SA,1709684513
541,shiqian,27.5225,108.2281,7.98,81,100,1.08,CN,1709684514
542,santa cruz,-17.8,-63.1667,22.61,81,99,3.4,BO,1709683729
543,korla,41.7597,86.1469,0.79,52,0,2.74,CN,1709684514
544,alekseyevka,50.6309,38.6903,-0.77,87,99,3.11,RU,1709684514
545,chivhu,-19.0211,30.8922,17.68,51,33,2.15,ZW,1709684515
546,zabol,32.25,67.25,1.19,60,95,3.51,AF,1709684515
547,salinopolis,-0.6136,-47.3561,26.45,85,99,3.38,BR,1709684515
548,chadron,42.8294,-102.9999,8.86,34,0,9.77,US,1709684515
549,mazyr,52.0495,29.2456,0.62,88,100,4.22,BY,1709684515
550,pombal,-6.7703,-37.8017,28.94,59,96,4.73,BR,1709684516
551,kununurra,-15.7667,128.7333,26.99,89,100,1.54,AU,1709684015
552,caleta de carquin,-11.0925,-77.6267,24.37,78,95,4.07,PE,1709684516
553,ternate,0.8,127.4,27.83,83,99,2.2,ID,1709684516
554,rosetta,31.4044,30.4164,15.55,74,0,5.67,EG,1709684517
555,sergeyevka,53.88,67.4158,-10.97,95,88,3.47,KZ,1709684517
556,burang,30.25,81.1667,-12.56,96,100,1.73,CN,1709684518
557,qarazhal,48.0078,70.7903,-16.26,94,5,2.78,KZ,1709684518
558,mossel bay,-34.1831,22.146,16.87,73,72,3.61,ZA,1709683954
559,jiuquan,39.7432,98.5174,-3.69,49,78,1.84,CN,1709684013
560,guatire,10.4762,-66.5427,22.64,93,69,1.17,VE,1709684519
561,villazon,-22.0866,-65.5942,10.58,78,69,6.04,BO,1709684519
